time_step,v_raw,v_float
31465,  4041,0.986572
31475,  4033,0.984619
31485,  4025,0.982666
31495,  4017,0.980713
31505,  4009,0.978760
31515,  4001,0.976807
31525,  3993,0.974854
31535,  3985,0.972900
31545,  3976,0.970703
31555,  3967,0.968506
31565,  3958,0.966309
31575,  3949,0.964111
31585,  3940,0.961914
31595,  3931,0.959717
31605,  3922,0.957520
31615,  3913,0.955322
31625,  3903,0.952881
31635,  3893,0.950439
31645,  3883,0.947998
31655,  3873,0.945557
31665,  3863,0.943115
31675,  3853,0.940674
31685,  3843,0.938232
31695,  3832,0.935547
31705,  3821,0.932861
31715,  3810,0.930176
31725,  3799,0.927490
31735,  3788,0.924805
31745,  3777,0.922119
31755,  3766,0.919434
31765,  3755,0.916748
31775,  3743,0.913818
31785,  3731,0.910889
31795,  3719,0.907959
31805,  3707,0.905029
31815,  3695,0.902100
31825,  3683,0.899170
31835,  3671,0.896240
31845,  3658,0.893066
31855,  3645,0.889893
31865,  3632,0.886719
31875,  3619,0.883545
31885,  3606,0.880371
31895,  3593,0.877197
31905,  3580,0.874023
31915,  3567,0.870850
31925,  3553,0.867432
31935,  3539,0.864014
31945,  3525,0.860596
31955,  3511,0.857178
31965,  3497,0.853760
31975,  3483,0.850342
31985,  3469,0.846924
31995,  3454,0.843262
32005,  3439,0.839600
32015,  3424,0.835938
32025,  3409,0.832275
32035,  3394,0.828613
32045,  3379,0.824951
32055,  3364,0.821289
32065,  3349,0.817627
32075,  3333,0.813721
32085,  3317,0.809814
32095,  3301,0.805908
32105,  3285,0.802002
32115,  3269,0.798096
32125,  3253,0.794189
32135,  3237,0.790283
32145,  3220,0.786133
32155,  3203,0.781982
32165,  3186,0.777832
32175,  3169,0.773682
32185,  3152,0.769531
32195,  3135,0.765381
32205,  3118,0.761230
32215,  3101,0.757080
32225,  3083,0.752686
32235,  3065,0.748291
32245,  3047,0.743896
32255,  3029,0.739502
32265,  3011,0.735107
32275,  2993,0.730713
32285,  2975,0.726318
32295,  2957,0.721924
32305,  2938,0.717285
32315,  2919,0.712646
32325,  2900,0.708008
32335,  2881,0.703369
32345,  2862,0.698730
32355,  2843,0.694092
32365,  2824,0.689453
32375,  2805,0.684814
32385,  2785,0.679932
32395,  2765,0.675049
32405,  2745,0.670166
32415,  2725,0.665283
32425,  2705,0.660400
32435,  2685,0.655518
32445,  2665,0.650635
32455,  2644,0.645508
32465,  2623,0.640381
32475,  2602,0.635254
32485,  2581,0.630127
32495,  2560,0.625000
32505,  2539,0.619873
32515,  2518,0.614746
32525,  2497,0.609619
32535,  2475,0.604248
32545,  2453,0.598877
32555,  2431,0.593506
32565,  2409,0.588135
32575,  2387,0.582764
32585,  2365,0.577393
32595,  2343,0.572021
32605,  2321,0.566650
32615,  2298,0.561035
32625,  2275,0.555420
32635,  2252,0.549805
32645,  2229,0.544189
32655,  2206,0.538574
32665,  2183,0.532959
32675,  2160,0.527344
32685,  2137,0.521729
32695,  2114,0.516113
32705,  2090,0.510254
32715,  2066,0.504395
32725,  2042,0.498535
32735,  2018,0.492676
32745,  1994,0.486816
32755,  1970,0.480957
32765,  1946,0.475098
32775,  1922,0.469238
32785,  1897,0.463135
32795,  1872,0.457031
32805,  1847,0.450928
32815,  1822,0.444824
32825,  1797,0.438721
32835,  1772,0.432617
32845,  1747,0.426514
32855,  1722,0.420410
32865,  1697,0.414307
32875,  1671,0.407959
32885,  1645,0.401611
32895,  1619,0.395264
32905,  1593,0.388916
32915,  1567,0.382568
32925,  1541,0.376221
32935,  1515,0.369873
32945,  1489,0.363525
32955,  1463,0.357178
32965,  1436,0.350586
32975,  1409,0.343994
32985,  1382,0.337402
32995,  1355,0.330811
33005,  1328,0.324219
33015,  1301,0.317627
33025,  1274,0.311035
33035,  1247,0.304443
33045,  1220,0.297852
33055,  1192,0.291016
33065,  1164,0.284180
33075,  1136,0.277344
33085,  1108,0.270508
33095,  1080,0.263672
33105,  1052,0.256836
33115,  1024,0.250000
33125,   996,0.243164
33135,   968,0.236328
33145,   940,0.229492
33155,   911,0.222412
33165,   882,0.215332
33175,   853,0.208252
33185,   824,0.201172
33195,   795,0.194092
33205,   766,0.187012
33215,   737,0.179932
33225,   708,0.172852
33235,   679,0.165771
33245,   649,0.158447
33255,   619,0.151123
33265,   589,0.143799
33275,   559,0.136475
33285,   529,0.129150
33295,   499,0.121826
33305,   469,0.114502
33315,   439,0.107178
33325,   409,0.099854
33335,   379,0.092529
33345,   349,0.085205
33355,   318,0.077637
33365,   287,0.070068
33375,   256,0.062500
33385,   225,0.054932
33395,   194,0.047363
33405,   163,0.039795
33415,   132,0.032227
33425,   101,0.024658
33435,    70,0.017090
33445,    39,0.009521
33455,     8,0.001953
33465,   -24,-0.005859
33475,   -56,-0.013672
33485,   -88,-0.021484
33495,  -120,-0.029297
33505,  -152,-0.037109
33515,  -184,-0.044922
33525,  -216,-0.052734
33535,  -248,-0.060547
33545,  -280,-0.068359
33555,  -312,-0.076172
33565,  -344,-0.083984
33575,  -376,-0.091797
33585,  -409,-0.099854
33595,  -442,-0.107910
33605,  -475,-0.115967
33615,  -508,-0.124023
33625,  -541,-0.132080
33635,  -574,-0.140137
33645,  -607,-0.148193
33655,  -640,-0.156250
33665,  -673,-0.164307
33675,  -706,-0.172363
33685,  -739,-0.180420
33695,  -772,-0.188477
33705,  -805,-0.196533
33715,  -839,-0.204834
33725,  -873,-0.213135
33735,  -907,-0.221436
33745,  -941,-0.229736
33755,  -975,-0.238037
33765, -1009,-0.246338
33775, -1043,-0.254639
33785, -1077,-0.262939
33795, -1111,-0.271240
33805, -1145,-0.279541
33815, -1179,-0.287842
33825, -1213,-0.296143
33835, -1247,-0.304443
33845, -1281,-0.312744
33855, -1315,-0.321045
33865, -1350,-0.329590
33875, -1385,-0.338135
33885, -1420,-0.346680
33895, -1455,-0.355225
33905, -1490,-0.363770
33915, -1525,-0.372314
33925, -1560,-0.380859
33935, -1595,-0.389404
33945, -1630,-0.397949
33955, -1665,-0.406494
33965, -1700,-0.415039
33975, -1735,-0.423584
33985, -1770,-0.432129
33995, -1805,-0.440674
34005, -1840,-0.449219
34015, -1875,-0.457764
34025, -1910,-0.466309
34035, -1946,-0.475098
34045, -1982,-0.483887
34055, -2018,-0.492676
34065, -2054,-0.501465
34075, -2090,-0.510254
34085, -2126,-0.519043
34095, -2162,-0.527832
34105, -2198,-0.536621
34115, -2234,-0.545410
34125, -2270,-0.554199
34135, -2306,-0.562988
34145, -2342,-0.571777
34155, -2378,-0.580566
34165, -2414,-0.589355
34175, -2450,-0.598145
34185, -2486,-0.606934
34195, -2522,-0.615723
34205, -2558,-0.624512
34215, -2594,-0.633301
34225, -2630,-0.642090
34235, -2666,-0.650879
34245, -2702,-0.659668
34255, -2738,-0.668457
34265, -2774,-0.677246
34275, -2811,-0.686279
34285, -2848,-0.695312
34295, -2885,-0.704346
34305, -2922,-0.713379
34315, -2959,-0.722412
34325, -2996,-0.731445
34335, -3033,-0.740479
34345, -3070,-0.749512
34355, -3107,-0.758545
34365, -3144,-0.767578
34375, -3181,-0.776611
34385, -3218,-0.785645
34395, -3255,-0.794678
34405, -3292,-0.803711
34415, -3329,-0.812744
34425, -3366,-0.821777
34435, -3403,-0.830811
34445, -3440,-0.839844
34455, -3477,-0.848877
34465, -3514,-0.857910
34475, -3551,-0.866943
34485, -3588,-0.875977
34495, -3625,-0.885010
34505, -3662,-0.894043
34515, -3699,-0.903076
34525, -3736,-0.912109
34535, -3773,-0.921143
34545, -3810,-0.930176
34555, -3847,-0.939209
34565, -3884,-0.948242
34575, -3921,-0.957275
34585, -3958,-0.966309
34595, -3995,-0.975342
34605, -4032,-0.984375
34615, -4069,-0.993408
34625, -4106,-1.002441
34635, -4143,-1.011475
34645, -4179,-1.020264
34655, -4215,-1.029053
34665, -4250,-1.037598
34675, -4284,-1.045898
34685, -4318,-1.054199
34695, -4351,-1.062256
34705, -4384,-1.070312
34715, -4416,-1.078125
34725, -4447,-1.085693
34735, -4478,-1.093262
34745, -4508,-1.100586
34755, -4538,-1.107910
34765, -4567,-1.114990
34775, -4596,-1.122070
34785, -4624,-1.128906
34795, -4652,-1.135742
34805, -4679,-1.142334
34815, -4706,-1.148926
34825, -4732,-1.155273
34835, -4757,-1.161377
34845, -4782,-1.167480
34855, -4806,-1.173340
34865, -4830,-1.179199
34875, -4854,-1.185059
34885, -4877,-1.190674
34895, -4900,-1.196289
34905, -4922,-1.201660
34915, -4944,-1.207031
34925, -4965,-1.212158
34935, -4986,-1.217285
34945, -5006,-1.222168
34955, -5026,-1.227051
34965, -5045,-1.231689
34975, -5064,-1.236328
34985, -5083,-1.240967
34995, -5101,-1.245361
35005, -5119,-1.249756
35015, -5136,-1.253906
35025, -5153,-1.258057
35035, -5170,-1.262207
35045, -5186,-1.266113
35055, -5202,-1.270020
35065, -5217,-1.273682
35075, -5232,-1.277344
35085, -5247,-1.281006
35095, -5261,-1.284424
35105, -5275,-1.287842
35115, -5289,-1.291260
35125, -5302,-1.294434
35135, -5315,-1.297607
35145, -5328,-1.300781
35155, -5340,-1.303711
35165, -5352,-1.306641
35175, -5364,-1.309570
35185, -5375,-1.312256
35195, -5386,-1.314941
35205, -5397,-1.317627
35215, -5407,-1.320068
35225, -5417,-1.322510
35235, -5427,-1.324951
35245, -5436,-1.327148
35255, -5445,-1.329346
35265, -5454,-1.331543
35275, -5463,-1.333740
35285, -5471,-1.335693
35295, -5479,-1.337646
35305, -5487,-1.339600
35315, -5494,-1.341309
35325, -5501,-1.343018
35335, -5508,-1.344727
35345, -5515,-1.346436
35355, -5521,-1.347900
35365, -5527,-1.349365
35375, -5533,-1.350830
35385, -5539,-1.352295
35395, -5544,-1.353516
35405, -5549,-1.354736
35415, -5554,-1.355957
35425, -5559,-1.357178
35435, -5563,-1.358154
35445, -5567,-1.359131
35455, -5571,-1.360107
35465, -5575,-1.361084
35475, -5579,-1.362061
35485, -5582,-1.362793
35495, -5585,-1.363525
35505, -5588,-1.364258
35515, -5591,-1.364990
35525, -5594,-1.365723
35535, -5596,-1.366211
35545, -5598,-1.366699
35555, -5600,-1.367188
35565, -5602,-1.367676
35575, -5604,-1.368164
35585, -5605,-1.368408
35595, -5605,-1.368408
35605, -5605,-1.368408
35615, -5605,-1.368408
35625, -5605,-1.368408
35635, -5605,-1.368408
35645, -5605,-1.368408
35655, -5605,-1.368408
35665, -5605,-1.368408
35675, -5605,-1.368408
35685, -5605,-1.368408
35695, -5605,-1.368408
35705, -5605,-1.368408
35715, -5605,-1.368408
35725, -5605,-1.368408
35735, -5605,-1.368408
35745, -5605,-1.368408
35755, -5605,-1.368408
35765, -5604,-1.368164
35775, -5602,-1.367676
35785, -5600,-1.367188
35795, -5598,-1.366699
35805, -5596,-1.366211
35815, -5594,-1.365723
35825, -5592,-1.365234
35835, -5590,-1.364746
35845, -5588,-1.364258
35855, -5586,-1.363770
35865, -5583,-1.363037
35875, -5580,-1.362305
35885, -5577,-1.361572
35895, -5574,-1.360840
35905, -5571,-1.360107
35915, -5568,-1.359375
35925, -5565,-1.358643
35935, -5562,-1.357910
35945, -5559,-1.357178
35955, -5555,-1.356201
35965, -5551,-1.355225
35975, -5547,-1.354248
35985, -5543,-1.353271
35995, -5539,-1.352295
36005, -5535,-1.351318
36015, -5531,-1.350342
36025, -5527,-1.349365
36035, -5523,-1.348389
36045, -5519,-1.347412
36055, -5515,-1.346436
36065, -5510,-1.345215
36075, -5505,-1.343994
36085, -5500,-1.342773
36095, -5495,-1.341553
36105, -5490,-1.340332
36115, -5485,-1.339111
36125, -5480,-1.337891
36135, -5475,-1.336670
36145, -5470,-1.335449
36155, -5465,-1.334229
36165, -5460,-1.333008
36175, -5455,-1.331787
36185, -5450,-1.330566
36195, -5445,-1.329346
36205, -5439,-1.327881
36215, -5433,-1.326416
36225, -5427,-1.324951
36235, -5421,-1.323486
36245, -5415,-1.322021
36255, -5409,-1.320557
36265, -5403,-1.319092
36275, -5397,-1.317627
36285, -5391,-1.316162
36295, -5385,-1.314697
36305, -5379,-1.313232
36315, -5373,-1.311768
36325, -5367,-1.310303
36335, -5361,-1.308838
36345, -5355,-1.307373
36355, -5349,-1.305908
36365, -5343,-1.304443
36375, -5337,-1.302979
36385, -5331,-1.301514
36395, -5325,-1.300049
36405, -5318,-1.298340
36415, -5311,-1.296631
36425, -5304,-1.294922
36435, -5297,-1.293213
36445, -5290,-1.291504
36455, -5283,-1.289795
36465, -5276,-1.288086
36475, -5269,-1.286377
36485, -5262,-1.284668
36495, -5255,-1.282959
36505, -5248,-1.281250
36515, -5241,-1.279541
36525, -5234,-1.277832
36535, -5227,-1.276123
36545, -5220,-1.274414
36555, -5213,-1.272705
36565, -5206,-1.270996
36575, -5199,-1.269287
36585, -5192,-1.267578
36595, -5185,-1.265869
36605, -5178,-1.264160
36615, -5171,-1.262451
36625, -5164,-1.260742
36635, -5157,-1.259033
36645, -5150,-1.257324
36655, -5143,-1.255615
36665, -5136,-1.253906
36675, -5129,-1.252197
36685, -5122,-1.250488
36695, -5115,-1.248779
36705, -5108,-1.247070
36715, -5101,-1.245361
36725, -5094,-1.243652
36735, -5087,-1.241943
36745, -5080,-1.240234
36755, -5073,-1.238525
36765, -5066,-1.236816
36775, -5059,-1.235107
36785, -5052,-1.233398
36795, -5045,-1.231689
36805, -5038,-1.229980
36815, -5031,-1.228271
36825, -5024,-1.226562
36835, -5017,-1.224854
36845, -5010,-1.223145
36855, -5003,-1.221436
36865, -4996,-1.219727
36875, -4989,-1.218018
36885, -4981,-1.216064
36895, -4973,-1.214111
36905, -4966,-1.212402
36915, -4959,-1.210693
36925, -4952,-1.208984
36935, -4945,-1.207275
36945, -4937,-1.205322
36955, -4929,-1.203369
36965, -4921,-1.201416
36975, -4914,-1.199707
36985, -4907,-1.197998
36995, -4900,-1.196289
37005, -4893,-1.194580
37015, -4885,-1.192627
37025, -4877,-1.190674
37035, -4869,-1.188721
37045, -4862,-1.187012
37055, -4855,-1.185303
37065, -4848,-1.183594
37075, -4841,-1.181885
37085, -4833,-1.179932
37095, -4826,-1.178223
37105, -4819,-1.176514
37115, -4812,-1.174805
37125, -4805,-1.173096
37135, -4798,-1.171387
37145, -4791,-1.169678
37155, -4784,-1.167969
37165, -4777,-1.166260
37175, -4770,-1.164551
37185, -4763,-1.162842
37195, -4756,-1.161133
37205, -4749,-1.159424
37215, -4742,-1.157715
37225, -4735,-1.156006
37235, -4728,-1.154297
37245, -4721,-1.152588
37255, -4714,-1.150879
37265, -4707,-1.149170
37275, -4700,-1.147461
37285, -4693,-1.145752
37295, -4686,-1.144043
37305, -4679,-1.142334
37315, -4672,-1.140625
37325, -4665,-1.138916
37335, -4658,-1.137207
37345, -4651,-1.135498
37355, -4644,-1.133789
37365, -4637,-1.132080
37375, -4630,-1.130371
37385, -4623,-1.128662
37395, -4616,-1.126953
37405, -4609,-1.125244
37415, -4602,-1.123535
37425, -4595,-1.121826
37435, -4588,-1.120117
37445, -4581,-1.118408
37455, -4574,-1.116699
37465, -4567,-1.114990
37475, -4560,-1.113281
37485, -4553,-1.111572
37495, -4546,-1.109863
37505, -4539,-1.108154
37515, -4532,-1.106445
37525, -4525,-1.104736
37535, -4518,-1.103027
37545, -4511,-1.101318
37555, -4504,-1.099609
37565, -4497,-1.097900
37575, -4490,-1.096191
37585, -4483,-1.094482
37595, -4476,-1.092773
37605, -4469,-1.091064
37615, -4462,-1.089355
37625, -4455,-1.087646
37635, -4448,-1.085938
37645, -4441,-1.084229
37655, -4434,-1.082520
37665, -4427,-1.080811
37675, -4420,-1.079102
37685, -4413,-1.077393
37695, -4406,-1.075684
37705, -4399,-1.073975
37715, -4392,-1.072266
37725, -4385,-1.070557
37735, -4378,-1.068848
37745, -4371,-1.067139
37755, -4364,-1.065430
37765, -4357,-1.063721
37775, -4350,-1.062012
37785, -4343,-1.060303
37795, -4336,-1.058594
37805, -4329,-1.056885
37815, -4322,-1.055176
37825, -4315,-1.053467
37835, -4309,-1.052002
37845, -4303,-1.050537
37855, -4297,-1.049072
37865, -4291,-1.047607
37875, -4285,-1.046143
37885, -4279,-1.044678
37895, -4273,-1.043213
37905, -4267,-1.041748
37915, -4261,-1.040283
37925, -4255,-1.038818
37935, -4249,-1.037354
37945, -4243,-1.035889
37955, -4237,-1.034424
37965, -4231,-1.032959
37975, -4225,-1.031494
37985, -4219,-1.030029
37995, -4213,-1.028564
38005, -4207,-1.027100
38015, -4201,-1.025635
38025, -4195,-1.024170
38035, -4189,-1.022705
38045, -4183,-1.021240
38055, -4177,-1.019775
38065, -4171,-1.018311
38075, -4165,-1.016846
38085, -4159,-1.015381
38095, -4153,-1.013916
38105, -4147,-1.012451
38115, -4141,-1.010986
38125, -4135,-1.009521
38135, -4129,-1.008057
38145, -4123,-1.006592
38155, -4117,-1.005127
38165, -4111,-1.003662
38175, -4105,-1.002197
38185, -4099,-1.000732
38195, -4093,-0.999268
38205, -4087,-0.997803
38215, -4081,-0.996338
38225, -4075,-0.994873
38235, -4069,-0.993408
38245, -4063,-0.991943
38255, -4057,-0.990479
38265, -4051,-0.989014
38275, -4045,-0.987549
38285, -4039,-0.986084
38295, -4032,-0.984375
38305, -4025,-0.982666
38315, -4018,-0.980957
38325, -4011,-0.979248
38335, -4004,-0.977539
38345, -3997,-0.975830
38355, -3990,-0.974121
38365, -3983,-0.972412
38375, -3976,-0.970703
38385, -3969,-0.968994
38395, -3962,-0.967285
38405, -3955,-0.965576
38415, -3947,-0.963623
38425, -3939,-0.961670
38435, -3931,-0.959717
38445, -3923,-0.957764
38455, -3915,-0.955811
38465, -3907,-0.953857
38475, -3899,-0.951904
38485, -3891,-0.949951
38495, -3883,-0.947998
38505, -3875,-0.946045
38515, -3867,-0.944092
38525, -3859,-0.942139
38535, -3851,-0.940186
38545, -3842,-0.937988
38555, -3833,-0.935791
38565, -3824,-0.933594
38575, -3815,-0.931396
38585, -3806,-0.929199
38595, -3797,-0.927002
38605, -3788,-0.924805
38615, -3779,-0.922607
38625, -3770,-0.920410
38635, -3761,-0.918213
38645, -3752,-0.916016
38655, -3743,-0.913818
38665, -3733,-0.911377
38675, -3723,-0.908936
38685, -3713,-0.906494
38695, -3703,-0.904053
38705, -3693,-0.901611
38715, -3683,-0.899170
38725, -3673,-0.896729
38735, -3663,-0.894287
38745, -3653,-0.891846
38755, -3643,-0.889404
38765, -3633,-0.886963
38775, -3623,-0.884521
38785, -3613,-0.882080
38795, -3602,-0.879395
38805, -3591,-0.876709
38815, -3580,-0.874023
38825, -3569,-0.871338
38835, -3558,-0.868652
38845, -3547,-0.865967
38855, -3536,-0.863281
38865, -3525,-0.860596
38875, -3514,-0.857910
38885, -3503,-0.855225
38895, -3492,-0.852539
38905, -3481,-0.849854
38915, -3470,-0.847168
38925, -3458,-0.844238
38935, -3446,-0.841309
38945, -3434,-0.838379
38955, -3422,-0.835449
38965, -3410,-0.832520
38975, -3398,-0.829590
38985, -3386,-0.826660
38995, -3374,-0.823730
39005, -3362,-0.820801
39015, -3350,-0.817871
39025, -3338,-0.814941
39035, -3326,-0.812012
39045, -3314,-0.809082
39055, -3301,-0.805908
39065, -3288,-0.802734
39075, -3275,-0.799561
39085, -3262,-0.796387
39095, -3249,-0.793213
39105, -3236,-0.790039
39115, -3223,-0.786865
39125, -3210,-0.783691
39135, -3197,-0.780518
39145, -3184,-0.777344
39155, -3171,-0.774170
39165, -3158,-0.770996
39175, -3145,-0.767822
39185, -3131,-0.764404
39195, -3117,-0.760986
39205, -3103,-0.757568
39215, -3089,-0.754150
39225, -3075,-0.750732
39235, -3061,-0.747314
39245, -3047,-0.743896
39255, -3033,-0.740479
39265, -3019,-0.737061
39275, -3005,-0.733643
39285, -2991,-0.730225
39295, -2977,-0.726807
39305, -2963,-0.723389
39315, -2949,-0.719971
39325, -2934,-0.716309
39335, -2919,-0.712646
39345, -2904,-0.708984
39355, -2889,-0.705322
39365, -2874,-0.701660
39375, -2859,-0.697998
39385, -2844,-0.694336
39395, -2829,-0.690674
39405, -2814,-0.687012
39415, -2799,-0.683350
39425, -2784,-0.679688
39435, -2769,-0.676025
39445, -2754,-0.672363
39455, -2739,-0.668701
39465, -2724,-0.665039
39475, -2708,-0.661133
39485, -2692,-0.657227
39495, -2676,-0.653320
39505, -2660,-0.649414
39515, -2644,-0.645508
39525, -2628,-0.641602
39535, -2612,-0.637695
39545, -2596,-0.633789
39555, -2580,-0.629883
39565, -2564,-0.625977
39575, -2548,-0.622070
39585, -2532,-0.618164
39595, -2516,-0.614258
39605, -2500,-0.610352
39615, -2484,-0.606445
39625, -2467,-0.602295
39635, -2450,-0.598145
39645, -2433,-0.593994
39655, -2416,-0.589844
39665, -2399,-0.585693
39675, -2382,-0.581543
39685, -2365,-0.577393
39695, -2348,-0.573242
39705, -2331,-0.569092
39715, -2314,-0.564941
39725, -2297,-0.560791
39735, -2280,-0.556641
39745, -2263,-0.552490
39755, -2246,-0.548340
39765, -2229,-0.544189
39775, -2212,-0.540039
39785, -2194,-0.535645
39795, -2176,-0.531250
39805, -2158,-0.526855
39815, -2140,-0.522461
39825, -2122,-0.518066
39835, -2104,-0.513672
39845, -2086,-0.509277
39855, -2068,-0.504883
39865, -2050,-0.500488
39875, -2032,-0.496094
39885, -2014,-0.491699
39895, -1996,-0.487305
39905, -1978,-0.482910
39915, -1960,-0.478516
39925, -1942,-0.474121
39935, -1924,-0.469727
39945, -1906,-0.465332
39955, -1887,-0.460693
39965, -1868,-0.456055
39975, -1849,-0.451416
39985, -1830,-0.446777
39995, -1811,-0.442139
40005, -1792,-0.437500
40015, -1773,-0.432861
40025, -1754,-0.428223
40035, -1735,-0.423584
40045, -1716,-0.418945
40055, -1697,-0.414307
40065, -1678,-0.409668
40075, -1659,-0.405029
40085, -1640,-0.400391
40095, -1621,-0.395752
40105, -1602,-0.391113
40115, -1583,-0.386475
40125, -1564,-0.381836
40135, -1545,-0.377197
40145, -1525,-0.372314
40155, -1505,-0.367432
40165, -1485,-0.362549
40175, -1465,-0.357666
40185, -1445,-0.352783
40195, -1425,-0.347900
40205, -1405,-0.343018
40215, -1417,-0.345947
40225, -1429,-0.348877
40235, -1441,-0.351807
40245, -1453,-0.354736
40255, -1465,-0.357666
40265, -1478,-0.360840
40275, -1491,-0.364014
40285, -1504,-0.367188
40295, -1517,-0.370361
40305, -1530,-0.373535
40315, -1543,-0.376709
40325, -1556,-0.379883
40335, -1569,-0.383057
40345, -1582,-0.386230
40355, -1595,-0.389404
40365, -1608,-0.392578
40375, -1621,-0.395752
40385, -1634,-0.398926
40395, -1648,-0.402344
40405, -1662,-0.405762
40415, -1676,-0.409180
40425, -1690,-0.412598
40435, -1704,-0.416016
40445, -1718,-0.419434
40455, -1732,-0.422852
40465, -1746,-0.426270
40475, -1760,-0.429688
40485, -1774,-0.433105
40495, -1788,-0.436523
40505, -1802,-0.439941
40515, -1816,-0.443359
40525, -1831,-0.447021
40535, -1846,-0.450684
40545, -1861,-0.454346
40555, -1876,-0.458008
40565, -1891,-0.461670
40575, -1906,-0.465332
40585, -1921,-0.468994
40595, -1936,-0.472656
40605, -1951,-0.476318
40615, -1966,-0.479980
40625, -1981,-0.483643
40635, -1996,-0.487305
40645, -2011,-0.490967
40655, -2026,-0.494629
40665, -2042,-0.498535
40675, -2058,-0.502441
40685, -2074,-0.506348
40695, -2090,-0.510254
40705, -2106,-0.514160
40715, -2122,-0.518066
40725, -2138,-0.521973
40735, -2154,-0.525879
40745, -2170,-0.529785
40755, -2186,-0.533691
40765, -2202,-0.537598
40775, -2218,-0.541504
40785, -2234,-0.545410
40795, -2250,-0.549316
40805, -2267,-0.553467
40815, -2284,-0.557617
40825, -2301,-0.561768
40835, -2318,-0.565918
40845, -2335,-0.570068
40855, -2352,-0.574219
40865, -2369,-0.578369
40875, -2386,-0.582520
40885, -2403,-0.586670
40895, -2420,-0.590820
40905, -2437,-0.594971
40915, -2454,-0.599121
40925, -2471,-0.603271
40935, -2488,-0.607422
40945, -2505,-0.611572
40955, -2523,-0.615967
40965, -2541,-0.620361
40975, -2559,-0.624756
40985, -2577,-0.629150
40995, -2595,-0.633545
41005, -2613,-0.637939
41015, -2631,-0.642334
41025, -2649,-0.646729
41035, -2667,-0.651123
41045, -2685,-0.655518
41055, -2703,-0.659912
41065, -2721,-0.664307
41075, -2739,-0.668701
41085, -2757,-0.673096
41095, -2775,-0.677490
41105, -2793,-0.681885
41115, -2812,-0.686523
41125, -2831,-0.691162
41135, -2850,-0.695801
41145, -2869,-0.700439
41155, -2888,-0.705078
41165, -2907,-0.709717
41175, -2926,-0.714355
41185, -2945,-0.718994
41195, -2964,-0.723633
41205, -2983,-0.728271
41215, -3002,-0.732910
41225, -3021,-0.737549
41235, -3040,-0.742188
41245, -3059,-0.746826
41255, -3078,-0.751465
41265, -3097,-0.756104
41275, -3116,-0.760742
41285, -3136,-0.765625
41295, -3156,-0.770508
41305, -3176,-0.775391
41315, -3196,-0.780273
41325, -3216,-0.785156
41335, -3236,-0.790039
41345, -3256,-0.794922
41355, -3276,-0.799805
41365, -3296,-0.804688
41375, -3316,-0.809570
41385, -3336,-0.814453
41395, -3356,-0.819336
41405, -3376,-0.824219
41415, -3396,-0.829102
41425, -3416,-0.833984
41435, -3436,-0.838867
41445, -3456,-0.843750
41455, -3476,-0.848633
41465, -3496,-0.853516
41475, -3516,-0.858398
41485, -3537,-0.863525
41495, -3558,-0.868652
41505, -3579,-0.873779
41515, -3600,-0.878906
41525, -3621,-0.884033
41535, -3642,-0.889160
41545, -3663,-0.894287
41555, -3684,-0.899414
41565, -3705,-0.904541
41575, -3726,-0.909668
41585, -3747,-0.914795
41595, -3768,-0.919922
41605, -3789,-0.925049
41615, -3810,-0.930176
41625, -3831,-0.935303
41635, -3852,-0.940430
41645, -3873,-0.945557
41655, -3894,-0.950684
41665, -3915,-0.955811
41675, -3936,-0.960938
41685, -3957,-0.966064
41695, -3978,-0.971191
41705, -3999,-0.976318
41715, -4020,-0.981445
41725, -4042,-0.986816
41735, -4064,-0.992188
41745, -4086,-0.997559
41755, -4108,-1.002930
41765, -4129,-1.008057
41775, -4150,-1.013184
41785, -4171,-1.018311
41795, -4191,-1.023193
41805, -4211,-1.028076
41815, -4231,-1.032959
41825, -4251,-1.037842
41835, -4270,-1.042480
41845, -4289,-1.047119
41855, -4308,-1.051758
41865, -4326,-1.056152
41875, -4344,-1.060547
41885, -4362,-1.064941
41895, -4379,-1.069092
41905, -4396,-1.073242
41915, -4413,-1.077393
41925, -4429,-1.081299
41935, -4445,-1.085205
41945, -4461,-1.089111
41955, -4477,-1.093018
41965, -4492,-1.096680
41975, -4507,-1.100342
41985, -4522,-1.104004
41995, -4537,-1.107666
42005, -4551,-1.111084
42015, -4565,-1.114502
42025, -4579,-1.117920
42035, -4593,-1.121338
42045, -4606,-1.124512
42055, -4619,-1.127686
42065, -4632,-1.130859
42075, -4645,-1.134033
42085, -4657,-1.136963
42095, -4669,-1.139893
42105, -4681,-1.142822
42115, -4693,-1.145752
42125, -4704,-1.148438
42135, -4715,-1.151123
42145, -4726,-1.153809
42155, -4737,-1.156494
42165, -4748,-1.159180
42175, -4758,-1.161621
42185, -4768,-1.164062
42195, -4778,-1.166504
42205, -4788,-1.168945
42215, -4798,-1.171387
42225, -4807,-1.173584
42235, -4816,-1.175781
42245, -4825,-1.177979
42255, -4834,-1.180176
42265, -4843,-1.182373
42275, -4851,-1.184326
42285, -4859,-1.186279
42295, -4867,-1.188232
42305, -4875,-1.190186
42315, -4883,-1.192139
42325, -4891,-1.194092
42335, -4898,-1.195801
42345, -4905,-1.197510
42355, -4912,-1.199219
42365, -4919,-1.200928
42375, -4926,-1.202637
42385, -4933,-1.204346
